NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
job.batch/theta-dns-health-29362650   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e00eef8a-49ff-4190-ad98-6146282123ec
job.batch/theta-dns-health-29362655   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8017ad56-622f-48b7-99da-b459926de9a3
job.batch/theta-dns-health-29362660   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ea6878a4-1e5c-4908-8937-8f2a1b27c726
job.batch/theta-dns-health-29362665   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8aad016c-c627-4724-9064-f62fc67d9e90
job.batch/theta-dns-health-29362670   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3cee1f37-aa7a-476f-8fc1-32411dd3ce9d
job.batch/theta-dns-health-29362675   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fa7bf6a9-a470-481c-b89b-773ce7f1d095
job.batch/theta-dns-health-29362680   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1efd87f5-94a1-4ff7-85b4-2d388f6c24c1
job.batch/theta-dns-health-29362685   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9a8d33bb-fdec-4fa6-b869-356385472bf3
job.batch/theta-dns-health-29362690   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d0ebc009-1d48-4489-b322-a9c490a787a5
job.batch/theta-dns-health-29362695   Running   0/1           5d12h      5d12h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9cc55009-472d-4b70-b8dc-2b9f2b122598
job.batch/theta-dns-health-29362700   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=208ab612-b270-4054-b80f-025d6a339774
job.batch/theta-dns-health-29362705   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fd35f9b4-533c-4524-a8d8-63ab64bcf66f
job.batch/theta-dns-health-29362710   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=87a82632-90f2-4cb5-a4f2-6c517c0e80e5
job.batch/theta-dns-health-29362715   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0ace835d-3a1d-45d4-89ef-a60188f89e13
job.batch/theta-dns-health-29362720   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=30fcdc4c-1c15-49e9-b6f5-5cef90aff178
job.batch/theta-dns-health-29362725   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ba71d0d4-8d6e-4ace-80f7-38694e22b6b8
job.batch/theta-dns-health-29362730   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5c3e8b29-747a-4080-9c02-9b83a6ba3fd1
job.batch/theta-dns-health-29362735   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2d936a4f-90a9-4010-b442-8cd35ffbdbed
job.batch/theta-dns-health-29362740   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=32a31b87-7ea8-40a4-a34d-72f71afc7425
job.batch/theta-dns-health-29362745   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=412a47d5-0d55-4d3f-88d3-1def0705aab6
job.batch/theta-dns-health-29362750   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6d4be470-f77e-4d72-a63a-f6cbae2ceccf
job.batch/theta-dns-health-29362755   Running   0/1           5d11h      5d11h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8f0aea81-db95-499f-ba57-ca521bba124b
job.batch/theta-dns-health-29362760   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=096eeff3-bd9d-4399-bdb8-efe09dcd53d3
job.batch/theta-dns-health-29362765   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2891a8e6-dab1-427a-8d2e-dd01b7bdaa56
job.batch/theta-dns-health-29362770   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e3a03563-7c82-4272-8643-cefc520474c8
job.batch/theta-dns-health-29362775   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=75bc113e-c165-4e1c-b54a-9735d022747d
job.batch/theta-dns-health-29362780   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=47133ba2-2565-4a19-a743-89faa1007761
job.batch/theta-dns-health-29362785   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b8908caa-6d59-4bc7-b376-f639cdf0b420
job.batch/theta-dns-health-29362790   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=44700897-9ed4-4f89-90be-e3fe62caaf9c
job.batch/theta-dns-health-29362795   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=19e16a03-c212-45bc-b3e3-06851dc9a0d9
job.batch/theta-dns-health-29362800   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3802c624-579a-44fc-9c21-9957f75ce7cc
job.batch/theta-dns-health-29362805   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4dd200dd-8f39-45c7-97f6-c90865e5473a
job.batch/theta-dns-health-29362810   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9a5d156d-be53-464e-a14e-a6d9e6c0f209
job.batch/theta-dns-health-29362815   Running   0/1           5d10h      5d10h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c9def177-ec3b-4f02-821f-a682b8a21380
job.batch/theta-dns-health-29362820   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fd8e9b2b-6fcb-40ef-9669-65a8804b4798
job.batch/theta-dns-health-29362825   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=62d6665d-7d8e-4e1b-990c-01228e1a2181
job.batch/theta-dns-health-29362830   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3e350505-f975-4cd9-8655-7ceacdbb093e
job.batch/theta-dns-health-29362835   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8f69070c-1cbd-44dd-a66e-21e1060dcfe0
job.batch/theta-dns-health-29362840   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9622f3ce-91a9-42e8-864a-75ad22debbcf
job.batch/theta-dns-health-29362845   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=86d2da0d-fa34-468e-863e-dcfbe2b11669
job.batch/theta-dns-health-29362850   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9ab3732e-5591-41c9-bdcf-dbd5be72f429
job.batch/theta-dns-health-29362855   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=29128c21-3ff7-41cf-9980-47bda19cce62
job.batch/theta-dns-health-29362860   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=25b65af1-0a6e-488c-aa55-29f758ef50b2
job.batch/theta-dns-health-29362865   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5656ad9e-348f-4a8d-9f9f-e7be1b20edcd
job.batch/theta-dns-health-29362870   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=596256ac-24fa-4017-b393-c28c88bfb76c
job.batch/theta-dns-health-29362875   Running   0/1           5d9h       5d9h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=55ff7385-78b3-481b-9c72-60663dc5c952
job.batch/theta-dns-health-29362880   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d4009346-8bf9-4ecc-808e-bbe617e10965
job.batch/theta-dns-health-29362885   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=346d67ff-9f39-4e0d-8f65-2b03bb4a8b47
job.batch/theta-dns-health-29362890   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=300d7b4f-50bd-44e3-b685-a3d5baaea8a5
job.batch/theta-dns-health-29362895   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1c4668f5-86c9-41b4-9c3f-32abac423b36
job.batch/theta-dns-health-29362900   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=343df661-7c2c-4d1f-8cdc-74dd86dc12ac
job.batch/theta-dns-health-29362905   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=942ebdf2-5520-4015-a6cd-f4d7c78d8a62
job.batch/theta-dns-health-29362910   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=72a009cc-3b9f-4cd6-9172-e652d8b2885b
job.batch/theta-dns-health-29362915   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=cc5836ca-7304-4af2-9fc5-cfbf58259c9b
job.batch/theta-dns-health-29362920   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=28cc9a90-d967-4e03-925b-14a6ce5ab19a
job.batch/theta-dns-health-29362925   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=45d6f32a-e5c2-4741-8213-c68e70a86fad
job.batch/theta-dns-health-29362930   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=36675eab-741e-4fd3-96c5-62bbe8269ce1
job.batch/theta-dns-health-29362935   Running   0/1           5d8h       5d8h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=98fa5caf-74ea-494c-87a9-6bc641db66e9
job.batch/theta-dns-health-29362940   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f56c9c70-5b1c-4c99-bf3e-b765f48fcd46
job.batch/theta-dns-health-29362945   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=59f4231c-3aea-4751-96d8-f997b1e2be0a
job.batch/theta-dns-health-29362950   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=da0a72cf-eac2-4835-87bb-99952a1e50bc
job.batch/theta-dns-health-29362955   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4bf42f67-9b23-4005-ac04-b21965ee19ac
job.batch/theta-dns-health-29362960   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=415df247-5b60-4ef3-9992-234486c5b617
job.batch/theta-dns-health-29362965   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3119da27-45bf-4e53-bb6b-5a4d92d80263
job.batch/theta-dns-health-29362970   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=70eb6212-4f84-43b8-a37d-f1d2e47488a3
job.batch/theta-dns-health-29362975   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=367beca9-6ad8-4590-929c-f46132c90469
job.batch/theta-dns-health-29362980   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0b9e45c5-e939-4ab6-888b-dd2bbf298450
job.batch/theta-dns-health-29362985   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=26149edf-870a-494c-a466-914f7fa7052a
job.batch/theta-dns-health-29362990   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ff9c9498-6a45-41ab-aaca-e586223dea87
job.batch/theta-dns-health-29362995   Running   0/1           5d7h       5d7h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d0b4b851-72b6-4656-8ef3-e09496477766
job.batch/theta-dns-health-29363000   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0d653143-8341-447a-8109-d3a0c81ce532
job.batch/theta-dns-health-29363005   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=25d121cb-1d8d-42a5-8c36-de91f1fc9046
job.batch/theta-dns-health-29363010   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d556b3a8-ed64-45d5-a5a1-12911ba95bff
job.batch/theta-dns-health-29363015   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=38d9361a-048f-4c6c-a34c-de8456f037e3
job.batch/theta-dns-health-29363020   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0eefb6d0-cb47-4bff-82a8-f71f23e2ffa7
job.batch/theta-dns-health-29363025   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=39d2c2fd-cb56-4e40-8ad9-cd0281b7e660
job.batch/theta-dns-health-29363030   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=88d2724d-de21-490e-bebd-bdb4b6fb1736
job.batch/theta-dns-health-29363035   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=98922bff-471f-4816-a7f8-d48fcf507830
job.batch/theta-dns-health-29363040   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c245f455-8331-4a41-8032-ec4f9a918f88
job.batch/theta-dns-health-29363045   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2dd48504-0d29-47d5-8c19-ad377ac8e7ef
job.batch/theta-dns-health-29363050   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=eaedd9c5-9602-4905-9d20-a0e79714b92d
job.batch/theta-dns-health-29363055   Running   0/1           5d6h       5d6h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=565a4b47-7e5c-4b3a-85d3-b8d546d490c2
job.batch/theta-dns-health-29363060   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8941ef8f-b360-4190-b6b7-6ffd04441d9c
job.batch/theta-dns-health-29363065   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d210da12-8aad-400a-b2d4-cbf8a5e97f8d
job.batch/theta-dns-health-29363070   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4670c1f5-365a-4dbd-88be-60deb475fe90
job.batch/theta-dns-health-29363075   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a77750ac-5270-4561-a1e1-29560a009eef
job.batch/theta-dns-health-29363080   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f66e51b2-2501-4ad5-8e40-c473f5503203
job.batch/theta-dns-health-29363085   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5fc2e967-6534-4b1a-8526-58da82008c55
job.batch/theta-dns-health-29363090   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=01264b8d-7b42-4fa4-8fd0-2116b8fb4066
job.batch/theta-dns-health-29363095   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=667ade29-946a-4b37-9e97-5a2a93dcc73a
job.batch/theta-dns-health-29363100   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=05b44bdc-3a99-46a1-a94e-162b4aa40288
job.batch/theta-dns-health-29363105   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=176d8769-6e49-439c-a93c-cd2fcedbfd42
job.batch/theta-dns-health-29363110   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=33604b72-3241-4022-bf80-58eba9f25dd5
job.batch/theta-dns-health-29363115   Running   0/1           5d5h       5d5h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e05ca8b1-db8e-4dec-ab81-8c02ae64f8f6
job.batch/theta-dns-health-29363120   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=61bd3d5c-a688-4b9d-978a-6a8e7f1317df
job.batch/theta-dns-health-29363125   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1a9fefaa-4217-4407-91c5-814c9e2f89b3
job.batch/theta-dns-health-29363130   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7994a854-19b9-4867-ad81-6624a5bc63f5
job.batch/theta-dns-health-29363135   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2954fc51-66d4-4820-9a2c-5ddd437d6192
job.batch/theta-dns-health-29363140   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a250e7ba-5c97-45b5-b320-c7204a1aa54c
job.batch/theta-dns-health-29363145   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=31cd3058-6930-473f-ad3a-b30c1461bbbf
job.batch/theta-dns-health-29363150   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f2645810-572e-48a9-aa4b-bdc649f4f52a
job.batch/theta-dns-health-29363155   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e7851e72-350f-4865-915c-3b9aae2fd4eb
job.batch/theta-dns-health-29363160   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=78440dbc-927b-4959-8cd6-64e330d690c2
job.batch/theta-dns-health-29363165   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f48c8509-5ee1-4651-a9f7-ca40d59bcf14
job.batch/theta-dns-health-29363170   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d6b5db04-830e-49d5-b589-94ae19e511df
job.batch/theta-dns-health-29363175   Running   0/1           5d4h       5d4h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=998618fe-601f-4e76-ada7-9a0040686c01
job.batch/theta-dns-health-29363180   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5d08f1e-c38a-4d5b-b155-044822fe7567
job.batch/theta-dns-health-29363185   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=68d73e72-a2bc-41d6-815f-d2eee93aa63c
job.batch/theta-dns-health-29363190   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=acf963cd-58a2-462b-810b-4aeea8a04a71
job.batch/theta-dns-health-29363195   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c6326fda-aaa7-4ca5-a823-25163386de97
job.batch/theta-dns-health-29363200   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6e1543b6-dbb4-485c-932d-45c0715382e9
job.batch/theta-dns-health-29363205   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f3cff80d-a457-4ab5-8787-9a66abbd9d25
job.batch/theta-dns-health-29363210   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2709d714-3f17-44d8-8aa5-e974cf154d3f
job.batch/theta-dns-health-29363215   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=010c56c3-6d92-48c3-9f8f-ec9af2e457d4
job.batch/theta-dns-health-29363220   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=144e2d7c-6155-4bba-9d35-eb3059217b1a
job.batch/theta-dns-health-29363225   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ce1101b1-e75e-4237-8bab-468067987897
job.batch/theta-dns-health-29363230   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f275c6ad-1107-43d6-a700-5ec4c4e0fb1f
job.batch/theta-dns-health-29363235   Running   0/1           5d3h       5d3h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e3b62fc3-6965-470c-9dd0-66c89043647a
job.batch/theta-dns-health-29363240   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=062bac94-a891-4dfc-90d5-a5fcc42938d6
job.batch/theta-dns-health-29363245   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9e5b3403-c2c1-468b-999b-9b696aa9de1a
job.batch/theta-dns-health-29363250   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a85a622b-72a1-4ac0-a3e8-9d13ae0b3873
job.batch/theta-dns-health-29363255   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=032205f5-418d-404a-84b2-afa9e77ea101
job.batch/theta-dns-health-29363260   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9b5f5051-aaab-4c20-a2b6-4523e2171d6a
job.batch/theta-dns-health-29363265   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e69ceb68-90c1-4702-b2b9-945e5239036f
job.batch/theta-dns-health-29363270   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a3b03790-fbb8-4c1f-9eb7-6701d0919979
job.batch/theta-dns-health-29363275   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=662e417e-1fcf-4ed7-b26c-9ed7c44c09fe
job.batch/theta-dns-health-29363280   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6d4dc0e4-318d-40ba-9054-268156b8a477
job.batch/theta-dns-health-29363285   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b2ab4b9d-2ecb-4998-adac-cbd33cb1a0cb
job.batch/theta-dns-health-29363290   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7e772972-1e28-4266-a337-1ebf96f4529d
job.batch/theta-dns-health-29363295   Running   0/1           5d2h       5d2h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c8d210e7-025a-4161-ad54-c7458683f3ae
job.batch/theta-dns-health-29363300   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c809b935-0f4f-46ce-8efb-33c85cc8b792
job.batch/theta-dns-health-29363305   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=62f15f76-b144-4f9e-82b4-427903d25486
job.batch/theta-dns-health-29363310   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=815788f9-6aee-4398-8d77-8b5d2432e229
job.batch/theta-dns-health-29363315   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7d76d551-595f-46db-926e-d830d7ea0e83
job.batch/theta-dns-health-29363320   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9c7ec8b0-c54f-4501-8faa-ba47175905c7
job.batch/theta-dns-health-29363325   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2fa2e386-e9b2-4848-953a-09a05c774e12
job.batch/theta-dns-health-29363330   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=48d415ff-986f-4228-9905-9e731313485c
job.batch/theta-dns-health-29363335   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=638f64fa-f8e3-4a7d-aefb-8000077f8476
job.batch/theta-dns-health-29363340   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fb3112f1-3295-4fb0-b358-f51f637cf2b4
job.batch/theta-dns-health-29363345   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=db2b88bc-24f9-4dad-b9ae-7468d4503de6
job.batch/theta-dns-health-29363350   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d12b1add-4610-472c-8863-c715813b93b3
job.batch/theta-dns-health-29363355   Running   0/1           5d1h       5d1h    check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ebeba0b3-e097-4eed-87bc-13e3be898f6b
job.batch/theta-dns-health-29363360   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4f8861de-7a64-4938-928f-c0851a45f3c5
job.batch/theta-dns-health-29363365   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=97f63e02-e278-4d99-bd47-b44858bc2b9c
job.batch/theta-dns-health-29363370   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c9fb4417-e572-43db-a95b-d003c69b8fce
job.batch/theta-dns-health-29363375   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ca8a2e4a-8984-46ea-9210-f42d52d88e13
job.batch/theta-dns-health-29363380   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=35d2b3e9-6804-465e-b6b5-809b9ff26e08
job.batch/theta-dns-health-29363385   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4172bfa5-8dd1-4f4d-a79d-15bdc9d512a7
