NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
pod/theta-dns-health-29365995-8mzr4    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366000-2djnn    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366005-d27nd    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366010-xqcbz    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366015-d9vnw    0/1     Pending                      0          4m57s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366020-b5sgc    0/1     CreateContainerConfigError   0          4h21m   10.244.0.77    sage     <none>           <none>
pod/theta-dns-health-29366025-dlvhs    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366030-txrqh    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366035-wsmxh    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366040-4n9hl    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366045-rpkf6    0/1     CreateContainerConfigError   0          4h21m   10.244.0.61    sage     <none>           <none>
pod/theta-dns-health-29366050-z8rww    0/1     CreateContainerConfigError   0          4h21m   10.244.0.168   sage     <none>           <none>
pod/theta-dns-health-29366055-ddfhz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366060-9c46d    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366065-ltfh7    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366070-wcwrr    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366075-hm4vn    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366080-5fz7p    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366085-8594x    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366090-f2d6l    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366095-ckljn    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366100-s7rgp    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366105-zz525    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366110-p7c76    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366115-xmc52    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366120-tgwkf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366125-fqf2t    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366130-ngr5c    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366135-dgk2q    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366140-chk9g    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366145-sg6zq    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366150-vx55h    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366155-v2z5m    0/1     Pending                      0          5m      <none>         <none>   <none>           <none>
pod/theta-dns-health-29366160-flvfl    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366165-stk7h    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366170-rmx6l    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366175-flm92    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366180-6npq8    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366185-thhdk    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366190-kzbjv    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366195-5ggm5    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366200-bhjtf    0/1     CreateContainerConfigError   0          4h21m   10.244.0.81    sage     <none>           <none>
pod/theta-dns-health-29366205-q29zp    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366210-w5gkr    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366215-fmvhz    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366220-8bwz5    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366225-pn554    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366230-tbx8f    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366235-hjwd5    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366240-d46qw    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366245-h548p    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366250-4wh82    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366255-mlwvh    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366260-hg5s7    0/1     CreateContainerConfigError   0          4h21m   10.244.0.216   sage     <none>           <none>
pod/theta-dns-health-29366265-qkbcb    0/1     CreateContainerConfigError   0          4h21m   10.244.0.33    sage     <none>           <none>
pod/theta-dns-health-29366270-2plnh    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366275-466b8    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366280-s5wmw    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366285-8mnxv    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366290-7xxmz    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366295-j7kz5    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366300-wljz9    0/1     CreateContainerConfigError   0          4h21m   10.244.0.132   sage     <none>           <none>
pod/theta-dns-health-29366305-h82rs    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366310-pwr2l    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366315-vsdn6    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366320-btg2r    0/1     CreateContainerConfigError   0          4h21m   10.244.0.15    sage     <none>           <none>
pod/theta-dns-health-29366325-rktfs    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366330-rw5rl    0/1     CreateContainerConfigError   0          4h21m   10.244.0.186   sage     <none>           <none>
pod/theta-dns-health-29366335-rjsv2    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366340-jnvsd    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366345-d2ms8    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366350-sfhhn    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366355-2kp88    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366360-t2sdx    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366365-bzbsl    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366370-9b5vx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366375-m8rtx    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366380-fzkz9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366385-nrhgz    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366390-r2fdp    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366395-6v5np    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366400-lgxfj    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366405-k9q56    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366410-c8mqf    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366415-xvjwb    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366420-854lf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366425-h7gw9    0/1     CreateContainerConfigError   0          4h21m   10.244.0.19    sage     <none>           <none>
pod/theta-dns-health-29366430-nwk4v    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366435-np9sb    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366440-2f8fr    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366445-9s8d7    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366450-d5x98    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366455-kwglf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366460-kbl2k    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366465-x8pbg    0/1     ContainerCreating            0          4h19m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366470-lx4r4    0/1     CreateContainerConfigError   0          4h21m   10.244.0.93    sage     <none>           <none>
pod/theta-dns-health-29366475-6p4p7    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366480-lw9cf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366485-jrx6r    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366490-r5d6v    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366495-ghfsf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366500-v5c72    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366505-jkkm8    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366510-kxxvj    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366515-pn94p    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366520-xpbtl    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366525-6xqbm    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366530-tc6j7    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366535-vh2lz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366540-rjvd5    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366545-sdghn    0/1     CreateContainerConfigError   0          4h21m   10.244.0.49    sage     <none>           <none>
pod/theta-dns-health-29366550-mq547    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366555-4789s    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366560-fksz8    0/1     Pending                      0          4m45s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366565-g7lzm    0/1     Pending                      0          4m50s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366570-267lb    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366575-lt5hr    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366580-xxcms    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366585-slx7m    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366590-6m4qt    0/1     Pending                      0          4m45s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366595-r9rzw    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366600-tzlrg    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366605-99qdx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366610-hbk6t    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366615-hcv8v    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366620-kpt7c    0/1     Pending                      0          4m53s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366625-7njmp    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366630-tq4g2    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366635-lhzpv    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366640-f5nt9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366645-z2h2d    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366650-mnfpn    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366655-vfbwb    0/1     Pending                      0          4m46s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366660-b9z6b    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366665-v9wv2    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366670-72qnk    0/1     Pending                      0          5m      <none>         <none>   <none>           <none>
pod/theta-dns-health-29366675-v8lwx    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366680-5ghjl    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366685-gwqj8    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366690-bgwxf    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366695-m9ws5    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366700-6srjj    0/1     CreateContainerConfigError   0          4h21m   10.244.0.153   sage     <none>           <none>
pod/theta-dns-health-29366705-8bbjm    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366710-ght27    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366715-pn54c    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366720-85f8v    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366725-7kwvg    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366730-cdpw9    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366735-r5s9t    0/1     CreateContainerConfigError   0          4h21m   10.244.0.55    sage     <none>           <none>
pod/theta-dns-health-29366740-sz7km    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366745-gdbzg    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366750-nc8xr    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366755-x9fm2    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366760-px2rz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366765-tqp4b    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366770-rlhlr    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366775-xq29w    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366780-cq4xx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366785-4mdjp    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366790-498rm    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366795-gbbhw    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366800-b9blp    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366805-g964l    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366810-95pgj    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366815-4vv99    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366820-np8zn    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366825-b52rl    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366830-5vfbw    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366835-qmh2t    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366840-f2zml    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366845-lcgwl    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366850-cbzst    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366855-zxcsk    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366860-826tm    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366865-6f6s5    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366870-vzcj9    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366875-4z6bz    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366880-hz8sr    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366885-kl88w    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366890-tm2s6    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366895-lv8tb    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366900-m95gz    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366905-vpcs8    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366910-hs2lf    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366915-9vs9z    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366920-j4z5m    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366925-scrls    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366930-sk2vc    0/1     CreateContainerConfigError   0          4h21m   10.244.0.148   sage     <none>           <none>
pod/theta-dns-health-29366935-jjc7t    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366940-bbwtq    0/1     CreateContainerConfigError   0          4h21m   10.244.0.187   sage     <none>           <none>
pod/theta-dns-health-29366945-bvxg6    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366950-744jw    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366955-8bql2    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366960-4qxq9    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366965-sxhdn    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366970-btkh4    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366975-2cklf    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366980-pqxwm    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29366985-w6bft    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366990-nv572    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29366995-cz9w2    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367000-brh7m    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367005-bqwcq    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367010-rwrpt    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367015-wvz2x    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367020-2njb4    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367025-wjxjq    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367030-v7kz5    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367035-dhzc4    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367040-ldlw7    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367045-xbn48    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367050-vsc6w    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367055-kvbh5    0/1     CreateContainerConfigError   0          4h21m   10.244.0.207   sage     <none>           <none>
pod/theta-dns-health-29367060-pkltc    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367065-bfshs    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367070-rbzss    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367075-rlmnr    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367080-4ltkf    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367085-ncvkn    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367090-gxwzk    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367095-nkqml    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367100-n9w49    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367105-gvp6k    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367110-k7rs5    0/1     CreateContainerConfigError   0          4h21m   10.244.0.135   sage     <none>           <none>
pod/theta-dns-health-29367115-rvlzx    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367120-msvff    0/1     CreateContainerConfigError   0          4h21m   10.244.0.217   sage     <none>           <none>
pod/theta-dns-health-29367125-cr5cm    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367130-m846w    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367135-khsqs    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367140-8fvw7    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367145-64z6h    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367150-nfz6m    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367155-6qrq6    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367160-xcknf    0/1     Pending                      0          4h17m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367165-ncblm    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367170-smvwk    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367175-vvh67    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367180-nj84n    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367185-qnlzm    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367190-pgtjp    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367195-t9rgf    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367200-rflfb    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367205-z5vld    0/1     CreateContainerConfigError   0          4h21m   10.244.0.118   sage     <none>           <none>
pod/theta-dns-health-29367210-22bdn    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367215-r8b8m    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367220-w97k6    0/1     ContainerCreating            0          4h21m   <none>         sage     <none>           <none>
pod/theta-dns-health-29367225-qkddl    0/1     Pending                      0          4m57s   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367230-8zpgl    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367235-cxqpn    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367240-4dtsz    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367245-bhwpv    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367250-txz8f    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367255-phh7m    0/1     Pending                      0          4h21m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367260-7w2rd    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367265-zhmbt    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367270-cwnx5    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367275-kxg8r    0/1     Pending                      0          4h20m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367280-fn48m    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367285-2kpdq    0/1     Pending                      0          4h19m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367290-rqcqr    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
pod/theta-dns-health-29367295-ks4xh    0/1     Pending                      0          4h18m   <none>         <none>   <none>           <none>
